product_market_id,market_id,product_id,product_name,product_family,product_category,product_tier,target_persona,bundle_eligible_flag,industry,geography,company_size,buyer_persona,total_companies,addressable_pct,segment_tam_value_usd,base_acv_usd,product_fit_score,product_tam_share_pct,product_tam_value_usd,product_addressable_accounts_est,product_average_budget_usd,market_growth_rate,competitive_intensity,regulatory_complexity,tam_allocation_method
M0043_P007,M0043,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Enterprise,Strategy,261,0.397,50298696,80000,0.85178,0.088768,4464937,9,496104,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0043_P008,M0043,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,Strategy,261,0.397,50298696,110000,0.953185,0.099336,4996490,10,499649,0.128,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0044_P001,M0044,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Enterprise,Product,224,0.262,27263211,150000,1.062479,0.113562,3096059,7,442294,0.054,High,High,Normalized persona x industry x company-size x ACV fit weights
M0044_P002,M0044,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,Product,224,0.262,27263211,175000,1.245166,0.133088,3628406,8,453551,0.054,High,High,Normalized persona x industry x company-size x ACV fit weights
M0044_P003,M0044,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Enterprise,Product,224,0.262,27263211,135000,0.928554,0.099247,2705803,6,450967,0.054,High,High,Normalized persona x industry x company-size x ACV fit weights
M0044_P004,M0044,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Enterprise,Product,224,0.262,27263211,120000,1.695319,0.181202,4940151,11,449105,0.054,High,High,Normalized persona x industry x company-size x ACV fit weights
M0044_P005,M0044,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Enterprise,Product,224,0.262,27263211,90000,0.792803,0.084738,2310224,5,462045,0.054,High,High,Normalized persona x industry x company-size x ACV fit weights
M0044_P006,M0044,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,Product,224,0.262,27263211,160000,1.125204,0.120266,3278839,7,468406,0.054,High,High,Normalized persona x industry x company-size x ACV fit weights
M0044_P007,M0044,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Enterprise,Product,224,0.262,27263211,80000,1.553246,0.166017,4526151,10,452615,0.054,High,High,Normalized persona x industry x company-size x ACV fit weights
M0044_P008,M0044,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Enterprise,Product,224,0.262,27263211,110000,0.953185,0.10188,2777578,6,462930,0.054,High,High,Normalized persona x industry x company-size x ACV fit weights
M0045_P001,M0045,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Mid-Market,CFO,897,0.411,55850027,150000,0.772712,0.086494,4830709,32,150960,0.118,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0045_P002,M0045,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,CFO,897,0.411,55850027,175000,1.651343,0.184845,10323580,68,151817,0.118,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0045_P003,M0045,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Mid-Market,CFO,897,0.411,55850027,135000,0.773795,0.086616,4837480,32,151171,0.118,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0045_P004,M0045,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Mid-Market,CFO,897,0.411,55850027,120000,0.923732,0.103399,5774826,38,151969,0.118,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0045_P005,M0045,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Mid-Market,CFO,897,0.411,55850027,90000,0.991004,0.110929,6195387,41,151107,0.118,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0045_P006,M0045,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,CFO,897,0.411,55850027,160000,1.49225,0.167036,9328988,62,150468,0.118,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0045_P007,M0045,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Mid-Market,CFO,897,0.411,55850027,80000,1.064725,0.119181,6656265,44,151279,0.118,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0045_P008,M0045,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,CFO,897,0.411,55850027,110000,1.264118,0.1415,7902792,52,151977,0.118,Low,High,Normalized persona x industry x company-size x ACV fit weights
M0046_P001,M0046,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Mid-Market,CRO,500,0.272,24276428,150000,0.772712,0.09264,2248957,13,172997,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0046_P002,M0046,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,CRO,500,0.272,24276428,175000,0.905575,0.108568,2635651,15,175710,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0046_P003,M0046,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Mid-Market,CRO,500,0.272,24276428,135000,1.411039,0.169168,4106788,23,178556,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0046_P004,M0046,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Mid-Market,CRO,500,0.272,24276428,120000,1.684452,0.201947,4902549,27,181576,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0046_P005,M0046,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Mid-Market,CRO,500,0.272,24276428,90000,0.991004,0.11881,2884289,16,180268,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0046_P006,M0046,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,CRO,500,0.272,24276428,160000,0.81833,0.098109,2381727,13,183210,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0046_P007,M0046,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Mid-Market,CRO,500,0.272,24276428,80000,1.064725,0.127649,3098853,17,182285,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0046_P008,M0046,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,CRO,500,0.272,24276428,110000,0.693226,0.08311,2017614,11,183419,0.121,High,High,Normalized persona x industry x company-size x ACV fit weights
M0047_P001,M0047,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Mid-Market,Strategy,771,0.27,22523577,150000,1.409064,0.167834,3780225,35,108006,0.137,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0047_P002,M0047,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,Strategy,771,0.27,22523577,175000,0.905575,0.107863,2429470,22,110430,0.137,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0047_P003,M0047,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Mid-Market,Strategy,771,0.27,22523577,135000,0.773795,0.092167,2075932,19,109260,0.137,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0047_P004,M0047,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Mid-Market,Strategy,771,0.27,22523577,120000,0.923732,0.110026,2478180,23,107747,0.137,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0047_P005,M0047,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Mid-Market,Strategy,771,0.27,22523577,90000,1.807125,0.215247,4848141,45,107736,0.137,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0047_P006,M0047,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,Strategy,771,0.27,22523577,160000,0.81833,0.097472,2195411,20,109771,0.137,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0047_P007,M0047,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Mid-Market,Strategy,771,0.27,22523577,80000,1.064725,0.12682,2856437,26,109863,0.137,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0047_P008,M0047,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,Strategy,771,0.27,22523577,110000,0.693226,0.08257,1859781,17,109399,0.137,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0048_P001,M0048,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Healthcare,Middle East,Mid-Market,Product,783,0.475,40246896,150000,0.772712,0.092997,3742856,35,106939,0.127,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0048_P002,M0048,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,Product,783,0.475,40246896,175000,0.905575,0.108988,4386416,41,106986,0.127,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0048_P003,M0048,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Healthcare,Middle East,Mid-Market,Product,783,0.475,40246896,135000,0.773795,0.093128,3748103,35,107089,0.127,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0048_P004,M0048,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Healthcare,Middle East,Mid-Market,Product,783,0.475,40246896,120000,1.412766,0.170029,6843143,63,108621,0.127,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0048_P005,M0048,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Healthcare,Middle East,Mid-Market,Product,783,0.475,40246896,90000,0.991004,0.119269,4800216,44,109096,0.127,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0048_P006,M0048,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,Product,783,0.475,40246896,160000,0.81833,0.098488,3963821,37,107130,0.127,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0048_P007,M0048,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Healthcare,Middle East,Mid-Market,Product,783,0.475,40246896,80000,1.941558,0.23367,9404500,87,108098,0.127,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0048_P008,M0048,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Healthcare,Middle East,Mid-Market,Product,783,0.475,40246896,110000,0.693226,0.083431,3357841,31,108317,0.127,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0049_P001,M0049,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Financial Services,North America,Strategic,CFO,229,0.375,99988629,150000,1.262243,0.101798,10178640,9,1130960,0.081,High,High,Normalized persona x industry x company-size x ACV fit weights
M0049_P002,M0049,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Financial Services,North America,Strategic,CFO,229,0.375,99988629,175000,2.88985,0.233062,23303550,20,1165178,0.081,High,High,Normalized persona x industry x company-size x ACV fit weights
M0049_P003,M0049,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Financial Services,North America,Strategic,CFO,229,0.375,99988629,135000,1.137049,0.091701,9169087,8,1146136,0.081,High,High,Normalized persona x industry x company-size x ACV fit weights
M0049_P004,M0049,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Financial Services,North America,Strategic,CFO,229,0.375,99988629,120000,0.965719,0.077884,7787494,7,1112499,0.081,High,High,Normalized persona x industry x company-size x ACV fit weights
M0049_P005,M0049,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Financial Services,North America,Strategic,CFO,229,0.375,99988629,90000,0.784875,0.063299,6329179,5,1265836,0.081,High,High,Normalized persona x industry x company-size x ACV fit weights
M0049_P006,M0049,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Financial Services,North America,Strategic,CFO,229,0.375,99988629,160000,2.534391,0.204395,20437156,18,1135398,0.081,High,High,Normalized persona x industry x company-size x ACV fit weights
M0049_P007,M0049,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Financial Services,North America,Strategic,CFO,229,0.375,99988629,80000,0.662066,0.053395,5338851,5,1067770,0.081,High,High,Normalized persona x industry x company-size x ACV fit weights
M0049_P008,M0049,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Financial Services,North America,Strategic,CFO,229,0.375,99988629,110000,2.163297,0.174467,17444672,15,1162978,0.081,High,High,Normalized persona x industry x company-size x ACV fit weights
M0050_P001,M0050,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Financial Services,North America,Strategic,CRO,170,0.269,33445508,150000,1.262243,0.117916,3943776,5,788755,0.035,High,High,Normalized persona x industry x company-size x ACV fit weights
M0050_P002,M0050,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Financial Services,North America,Strategic,CRO,170,0.269,33445508,175000,1.584757,0.148045,4951443,7,707349,0.035,High,High,Normalized persona x industry x company-size x ACV fit weights
M0050_P003,M0050,P003,Pricing Intelligence Engine,Pricing Intelligence,Decision Engine,Enterprise,CRO,Yes,Financial Services,North America,Strategic,CRO,170,0.269,33445508,135000,2.073443,0.193697,6478305,9,719812,0.035,High,High,Normalized persona x industry x company-size x ACV fit weights
M0050_P004,M0050,P004,Customer Intelligence Cloud,Customer Intelligence,Workflow Platform,Enterprise,CRO,Yes,Financial Services,North America,Strategic,CRO,170,0.269,33445508,120000,1.761018,0.164511,5502158,8,687770,0.035,High,High,Normalized persona x industry x company-size x ACV fit weights
M0050_P005,M0050,P005,Competitive Intelligence Radar,Competitive Intelligence,Insights Module,Standard,Strategy,Yes,Financial Services,North America,Strategic,CRO,170,0.269,33445508,90000,0.784875,0.073322,2452279,3,817426,0.035,High,High,Normalized persona x industry x company-size x ACV fit weights
M0050_P006,M0050,P006,Forecasting Platform,Forecasting Platform,Decision Engine,Premium,CFO,Yes,Financial Services,North America,Strategic,CRO,170,0.269,33445508,160000,1.389828,0.129835,4342404,6,723734,0.035,High,High,Normalized persona x industry x company-size x ACV fit weights
M0050_P007,M0050,P007,Workflow Automation Hub,Workflow Automation,Workflow Platform,Standard,Product,Yes,Financial Services,North America,Strategic,CRO,170,0.269,33445508,80000,0.662066,0.061849,2068570,3,689523,0.035,High,High,Normalized persona x industry x company-size x ACV fit weights
M0050_P008,M0050,P008,Executive Insights Portal,Executive Insights,Executive Layer,Premium,CFO,Yes,Financial Services,North America,Strategic,CRO,170,0.269,33445508,110000,1.186324,0.110824,3706573,5,741315,0.035,High,High,Normalized persona x industry x company-size x ACV fit weights
M0051_P001,M0051,P001,Market Intelligence Pro,Market Intelligence,Core Platform,Premium,Strategy,Yes,Financial Services,North America,Strategic,Strategy,338,0.464,134343232,150000,2.301737,0.215949,29011247,34,853272,0.042,Medium,High,Normalized persona x industry x company-size x ACV fit weights
M0051_P002,M0051,P002,Risk Analytics Suite,Risk Analytics,Analytics Add-on,Premium,CFO,Yes,Financial Services,North America,Strategic,Strategy,338,0.464,134343232,175000,1.584757,0.148682,19974374,23,868451,0.042,Medium,High,Normalized persona x industry x company-size x ACV fit weights
